Namespace;Namespace_loc_id;loc_id;loc_oms;loc_id_oms;Meetpunttype;Monitoringsoort.code;LigtInGeoobject.identificatie;HoortBijGeoobject.identificatie;waterlichaam;x1;y1;x2;y2;watertype;watertype_oms;Watergangcategorie;Watergangcategorie.code;Oever;NVO;Afvoergebiedcode;Afvoergebied_clustercode;wijzigingen_log;Opm_intern;Opm_dataleverancier;Foto_id;Aanmaakdatum;Fysische chemie;Meetnet Kader Richtlijn Water (KRW, FC);Meetnet Agrarisch en Stedelijk gebied (FC);Agrarisch & Stedelijk Roulatiejaar 1 (FC);Agrarisch & Stedelijk Roulatiejaar 2 (FC);Agrarisch & Stedelijk Roulatiejaar 3 (FC);Meetnet waterkwaliteit hoofdwater (FC);Meetnet Nutrienten Landbouw Specifiek Oppervlaktewater (MNLSO, FC);Calamiteiten Meetnet Nucleaire Ongevallen (CMNO, FC);Meetnet gewasbeschermingsmiddelen (FC);Landelijk Meetnet GewasBeschermingsMiddelen (LMGBM, FC);Meetnet zwemwater (FC);Meetnet hygienische waterkwaliteit (FC);Roulerend meetnet 2006 -2019 (FC);Centraal stadsdeel (FC);Groenraven Oost - Maartensdijk (FC);Kromme Rijn - Honswijk (FC);Langbroekerwetering (FC);Lopikerwaard (FC);Oude Rijn (FC);Projecten (FC);Lange weide (FC);Online waterkwaliteit Batau (FC);Onderwaterdrainage De Vlist (FC);Natuurgebieden (FC);Overige projecten (FC);Afgerond (FC);Historische meetpunten (< 2000) waarvan doel onbekend (FC);Biologie;Meetnet Kader Richtlijn Water (KRW, BIO);NL14_01 Langbroekerwetering (BIO);NL14_02 Kromme Rijn (BIO);NL14_03 Westerlaak (BIO);NL14_04 Honswijk (BIO);NL14_05 Biltse Grift (BIO);NL14_06 Ravense Wetering (BIO);NL14_07 Merwedekanaal (BIO);NL14_08 Binnenstad Utrecht (BIO);NL14_09 Maartensdijk (BIO);NL14_10 Hollandse IJssel (BIO);NL14_11 De Keulevaart (BIO);NL14_12 De Pleijt (BIO);NL14_13 De Koekoek (BIO);NL14_15 Bijleveld (BIO);NL14_16 Leidsche Rijn (BIO);NL14_18 Galecop (BIO);NL14_19 Gerverscop (BIO);NL14_20 De Tol (BIO);NL14_21 Ouwenaar - Haarrijn (BIO);NL14_22 Wiericke's (BIO);NL14_23 Snelrewaard (BIO);NL14_24 Lange Linschoten (BIO);NL14_25 Montfoortse Vaart (BIO);NL14_26 Meijepolder (BIO);NL14_27 Oude Rijn (BIO);NL14_28 Zegveld (BIO);NL14_29 Grecht (BIO);NL14_30 Kockengen (BIO);NL14_31 Kamerik Teijlingens (BIO);NL14_32 Houtensewetering (BIO);NL14_33 Oud Kamerik (BIO);Meetnet Agrarisch en Stedelijk gebied (BIO);Agrarisch & Stedelijk Roulatiejaar 1 (BIO);Agrarisch & Stedelijk Roulatiejaar 2 (BIO);Agrarisch & Stedelijk Roulatiejaar 3 (BIO);Meetnet Macrofauna (BIO);Meetnet Natuurvriendelijke oevers (BIO);Meetnet Beschermde flora en fauna (wetNB, BIO);Meetnet Stadswateren (Ecoscans, BIO);Roulerend meetnet 2006 -2019 (BIO);Centraal stadsdeel (BIO);Groenraven Oost - Maartensdijk (BIO);Kromme Rijn - Honswijk (BIO);Langbroekerwetering (BIO);Lopikerwaard (BIO);Oude Rijn (BIO);Roulerend - buiten gebruik (BIO);Projecten (BIO);Groen Blauwe Diensten (BIO);Overig water (BIO);Effectmonitoring maaibeheer (BIO);Nevengeul en vlechtschermen bij Odijk (BIO);Lange weide (BIO);Natuurgebieden (BIO);Overige projecten (BIO);Afgerond (BIO);KRW waterlichamen;Overige waterbeheerders
NL14;NL14_21240;21240;Stichtse Vecht Maarssen-dorp nabij Buitenweg 42 (240);21240 Stichtse Vecht Maarssen-dorp nabij Buitenweg 42 (240);;;;;;132250;460900;;;Stad;Ebeo Stadswateren;;;;;;;;;;NL14_21240.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21246;21246;Stichtse Vecht Kockengen nabij Schoolstraat 10 (246);21246 Stichtse Vecht Kockengen nabij Schoolstraat 10 (246);;;;;;125145;462382;;;M10;Laagveen vaarten en kanalen;;;;;;;;;;NL14_21246.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21255;21255;Utrechtse Heuvelrug Driebergen Welgelegenlaan (255);21255 Utrechtse Heuvelrug Driebergen Welgelegenlaan (255);;;;;;148906;451909;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21255.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21256;21256;Utrechtse Heuvelrug Driebergen Faunalaan (256);21256 Utrechtse Heuvelrug Driebergen Faunalaan (256);;;;;;146621;451548;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21256.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21257;21257;Utrechtse Heuvelrug Driebergen De Woerd (257);21257 Utrechtse Heuvelrug Driebergen De Woerd (257);;;;;;146362;451995;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21257.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21258;21258;Utrechtse Heuvelrug Driebergen Kleinloolaan (258);21258 Utrechtse Heuvelrug Driebergen Kleinloolaan (258);;;;;;146771;452211;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21258.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21259;21259;Utrechtse Heuvelrug Driebergen Nijendal nabij kruising Faunalaan (259);21259 Utrechtse Heuvelrug Driebergen Nijendal nabij kruising Faunalaan (259);;;;;;146663;451938;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21259.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21260;21260;Utrechtse Heuvelrug Driebergen Nijendal/Boterbloem (260);21260 Utrechtse Heuvelrug Driebergen Nijendal/Boterbloem (260);;;;;;146865;451755;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21260.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21261;21261;Utrechtse Heuvelrug Driebergen Golfbaan (261);21261 Utrechtse Heuvelrug Driebergen Golfbaan (261);;;;;;146271;451869;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21261.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21262;21262;Utrechtse Heuvelrug Driebergen Valentijn (262);21262 Utrechtse Heuvelrug Driebergen Valentijn (262);;;;;;147250;451605;;;M1a;Zoete gebufferde sloten;tertiair;;beide oevers;Nee;AFVGEB0074;;;;;NL14_21262.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21263;21263;Utrechtse Heuvelrug Driebergen De Warande (263);21263 Utrechtse Heuvelrug Driebergen De Warande (263);;;;;;146907;450989;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21263.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21264;21264;Utrechtse Heuvelrug Driebergen Schippersdreef (264);21264 Utrechtse Heuvelrug Driebergen Schippersdreef (264);;;;;;147086;451153;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21264.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21265;21265;Utrechtse Heuvelrug Driebergen Park de Wildbaan (265);21265 Utrechtse Heuvelrug Driebergen Park de Wildbaan (265);;;;;;147551;451632;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21265.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21266;21266;Utrechtse Heuvelrug Driebergen Kroonpark (266);21266 Utrechtse Heuvelrug Driebergen Kroonpark (266);;;;;;148261;451557;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21266.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21267;21267;Utrechtse Heuvelrug Doorn Klaproos (267);21267 Utrechtse Heuvelrug Doorn Klaproos (267);;;;;;152264;448631;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21267.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21268;21268;Utrechtse Heuvelrug Doorn Kwartel (268);21268 Utrechtse Heuvelrug Doorn Kwartel (268);;;;;;151944;448619;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21268.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21269;21269;Utrechtse Heuvelrug Doorn Kersengaard (269);21269 Utrechtse Heuvelrug Doorn Kersengaard (269);;;;;;152477;448844;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21269.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21270;21270;Utrechtse Heuvelrug Leersum Nieuwe Steeg (270);21270 Utrechtse Heuvelrug Leersum Nieuwe Steeg (270);;;;;;157406;446670;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21270.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21271;21271;Utrechtse Heuvelrug Leersum vijver Dreef (271);21271 Utrechtse Heuvelrug Leersum vijver Dreef (271);;;;;;157626;446877;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21271.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21272;21272;Utrechtse Heuvelrug Leersum Immenhof (272);21272 Utrechtse Heuvelrug Leersum Immenhof (272);;;;;;157701;446714;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21272.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21280;21280;Zeist Slotgracht (280);21280 Zeist Slotgracht (280);;;;;;144524;454593;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21280.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21281;21281;Zeist De Brink (281);21281 Zeist De Brink (281);;;;;;144045;455280;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21281.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21282;21282;Zeist Natuursloot Couwenhoven (282);21282 Zeist Natuursloot Couwenhoven (282);;;;;;143227;454576;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21282.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21283;21283;Zeist Brugakker (283);21283 Zeist Brugakker (283);;;;;;142689;454997;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21283.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21284;21284;Zeist Watergang Kromme Rijnlaan (284);21284 Zeist Watergang Kromme Rijnlaan (284);;;;;;142760;455609;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21284.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21285;21285;Zeist Afwatering Spreng Pestersbosje (285);21285 Zeist Afwatering Spreng Pestersbosje (285);;;;;;143368;456014;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21285.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21286;21286;Zeist Vijver Winkelcentrum Vollenhove (286);21286 Zeist Vijver Winkelcentrum Vollenhove (286);;;;;;143637;456865;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21286.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21287;21287;Zeist Watergang OSG Schoonoord (287);21287 Zeist Watergang OSG Schoonoord (287);;;;;;145126;454219;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21287.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21288;21288;Zeist Watergang Zusterplein (288);21288 Zeist Watergang Zusterplein (288);;;;;;144710;454777;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21288.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21289;21289;Zeist Vijver Oranje Nassauplein (289);21289 Zeist Vijver Oranje Nassauplein (289);;;;;;146542;454797;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21289.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21290;21290;Zeist Wilhelminapark (290);21290 Zeist Wilhelminapark (290);;;;;;145405;455312;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21290.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21291;21291;Zeist Walkartpark (291);21291 Zeist Walkartpark (291);;;;;;144880;455019;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21291.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21292;21292;Zeist Kersbergenplein (292);21292 Zeist Kersbergenplein (292);;;;;;144484;455004;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21292.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21293;21293;Zeist Poelen De Brink (293);21293 Zeist Poelen De Brink (293);;;;;;143967;455231;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21293.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21294;21294;Zeist Spreng Pestersbosje (294);21294 Zeist Spreng Pestersbosje (294);;;;;;143454;456013;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21294.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21295;21295;Zeist Watergang Vollenhove (295);21295 Zeist Watergang Vollenhove (295);;;;;;144214;457013;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21295.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21296;21296;Houten Imkerpark (296);21296 Houten Imkerpark (296);;;;;;138402;449106;;;M6a;Grote ondiepe kanalen zonder scheepvaart;tertiair;;zuidoostoever;Nee;AFVGEB0020;CL_203;;;;NL14_21296.jpg;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21297;21297;Houten Imkerpark vijver (297);21297 Houten Imkerpark vijver (297);;;;;;138487;449242;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21297.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21298;21298;Houten Imkerspad als 01 (298);21298 Houten Imkerspad als 01 (298);;;;;;138659;449304;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21298.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21299;21299;Houten Wandelpad Meidoornkade (299);21299 Houten Wandelpad Meidoornkade (299);;;;;;138188;449913;;;M8;Gebufferde laagveensloten;;;;;;;;;;NL14_21299.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21300;21300;Houten Wandelpad Meidoornkade oost als 04 (300);21300 Houten Wandelpad Meidoornkade oost als 04 (300);;;;;;138327;449980;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21300.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21301;21301;Houten Wandelpad zuid Meidoornkade (301);21301 Houten Wandelpad zuid Meidoornkade (301);;;;;;138141;449837;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21301.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21302;21302;Houten IJsbaan (302);21302 Houten IJsbaan (302);;;;;;138345;449926;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21302.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21303;21303;Houten Meidoornkade als 06 (303);21303 Houten Meidoornkade als 06 (303);;;;;;138068;449977;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21303.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21304;21304;Houten Oud Wulfseweg (304);21304 Houten Oud Wulfseweg (304);;;;;;139231;450123;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21304.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21305;21305;Houten Oud Wulfseweg west als 09 (305);21305 Houten Oud Wulfseweg west als 09 (305);;;;;;139169;450109;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21305.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21306;21306;Houten Rondweg noord helofytenfilter (306);21306 Houten Rondweg noord helofytenfilter (306);;;;;;139830;450351;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21306.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21307;21307;Houten De Hoeve (307);21307 Houten De Hoeve (307);;;;;;139516;450063;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21307.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21308;21308;Houten Boterhoeve (308);21308 Houten Boterhoeve (308);;;;;;139579;449557;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21308.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21309;21309;Houten Ruitercamp (309);21309 Houten Ruitercamp (309);;;;;;138741;449402;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21309.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21310;21310;Houten Rijnpolder (bij bruggetje) (310);21310 Houten Rijnpolder (bij bruggetje) (310);;;;;;139343;447295;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21310.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21311;21311;Houten Troubadoursborch (311);21311 Houten Troubadoursborch (311);;;;;;139102;449515;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21311.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21312;21312;Houten Vijver de Veste (312);21312 Houten Vijver de Veste (312);;;;;;138225;449029;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21312.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21313;21313;Houten Ringveste (313);21313 Houten Ringveste (313);;;;;;137941;449144;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21313.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21314;21314;Houten Hoofdveste (314);21314 Houten Hoofdveste (314);;;;;;138207;448897;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21314.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21315;21315;Houten Kervelhof (315);21315 Houten Kervelhof (315);;;;;;139725;449352;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21315.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21316;21316;Houten Hoefbladhof (316);21316 Houten Hoefbladhof (316);;;;;;139740;449393;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21316.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21317;21317;Houten Fonteinwater (317);21317 Houten Fonteinwater (317);;;;;;139846;447569;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21317.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21318;21318;Houten Weteringhout (318);21318 Houten Weteringhout (318);;;;;;139911;447778;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21318.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21319;21319;Houten Langshout (319);21319 Houten Langshout (319);;;;;;140461;447672;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21319.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
